,YEAR,MONTH,DATE,Mw,LAT (N),LONG (E),DEPTH (km),DATETIME
15570,1990,7,13.0,4.4428,22.3,94.33,93.0,1990-07-13
15571,1990,7,13.0,4.40651,23.6399,94.4359,114.2,1990-07-13
15572,1990,7,18.0,4.3324,28.66,66.52,33.0,1990-07-18
15573,1990,7,24.0,3.5,28.32,66.06,33.0,1990-07-24
15574,1990,7,25.0,5.1052,29.05,81.23,56.0,1990-07-25
15575,1990,7,28.0,4.73252,23.17,96.2,33.0,1990-07-28
15576,1990,7,28.0,4.8844,28.11,83.91,33.0,1990-07-28
15577,1990,7,28.0,4.73252,29.8502,99.1209,28.6,1990-07-28
15578,1990,7,31.0,4.73252,23.56,92.97,33.0,1990-07-31
15579,1990,7,31.0,4.4428,24.46,93.92,33.0,1990-07-31
15580,1990,7,31.0,4.73252,24.2464,95.6195,33.0,1990-07-31
15581,1990,8,2.0,4.73252,20.9,93.75,62.0,1990-08-02
15582,1990,8,2.0,4.73252,25.41,92.87,18.0,1990-08-02
15583,1990,8,2.0,4.9948,27.16,91.87,33.0,1990-08-02
15584,1990,8,2.0,5.1052,15.85,96.26,33.0,1990-08-02
15585,1990,8,2.0,4.73252,24.885,95.231,158.7,1990-08-02
15586,1990,8,2.0,4.73252,22.6682,94.6483,131.6,1990-08-02
15587,1990,8,5.0,4.5532,33.1,88.5,33.0,1990-08-05
15588,1990,8,8.0,4.2219999999999995,24.61,91.17,33.0,1990-08-08
15589,1990,8,8.0,5.1052,12.71,93.37,33.0,1990-08-08
15590,1990,8,13.0,4.774,10.47,92.36,33.0,1990-08-13
15591,1990,8,18.0,6.43,22.97,95.94,33.0,1990-08-18
15592,1990,8,19.0,4.7658,26.27,91.2,33.0,1990-08-19
15593,1990,8,19.0,4.7658,29.8852,99.2671,42.8,1990-08-19
15598,1990,8,24.0,4.3324,24.65,93.4,33.0,1990-08-24
15599,1990,8,29.0,5.1052,35.98,77.36,33.0,1990-08-29
15600,1990,8,29.0,5.5468,30.48,79.73,33.0,1990-08-29
15602,1990,9,2.0,5.38454,35.81,73.16,33.0,1990-09-02
15603,1990,9,2.0,5.5468,24.97,96.7,54.0,1990-09-02
15604,1990,9,2.0,5.38454,26.5819,92.67,57.3,1990-09-02
15605,1990,9,4.0,4.8844,22.78,94.55,81.0,1990-09-04
15606,1990,9,6.0,4.5532,32.06,78.61,33.0,1990-09-06
15607,1990,9,8.0,5.877999999999999,24.9,94.96,33.0,1990-09-08
15608,1990,9,8.0,4.5532,12.72,95.37,33.0,1990-09-08
15610,1990,9,10.0,4.29784,32.45,97.22,33.0,1990-09-10
15611,1990,9,10.0,4.5532,32.15,96.96,33.0,1990-09-10
15612,1990,9,10.0,4.29784,24.0495,95.4174,74.8,1990-09-10
15613,1990,9,13.0,4.8844,32.7,89.29,33.0,1990-09-13
15614,1990,9,15.0,4.5532,15.25,96.46,33.0,1990-09-15
15615,1990,9,21.0,5.4364,14.95,96.29,33.0,1990-09-21
15616,1990,9,26.0,5.1052,25.98,88.82,33.0,1990-09-26
15617,1990,9,29.0,3.3,34.38,97.33,33.0,1990-09-29
15618,1990,9,30.0,4.0805,24.13,94.04,85.0,1990-09-30
15619,1990,9,30.0,4.2219999999999995,32.99,83.36,33.0,1990-09-30
15620,1990,9,30.0,4.0805,31.5163,89.4755,33.0,1990-09-30
15621,1990,10,2.0,5.3260000000000005,27.12,66.12,33.0,1990-10-02
15622,1990,10,3.0,4.18917,27.44,96.76,52.0,1990-10-03
15623,1990,10,3.0,4.1116,35.57,71.04,95.0,1990-10-03
15624,1990,10,3.0,4.6636,27.25,85.54,33.0,1990-10-03
15625,1990,10,3.0,4.18917,23.2473,94.287,77.3,1990-10-03
15626,1990,10,8.0,5.1052,32.09,78.81,33.0,1990-10-08
15627,1990,10,8.0,4.6636,23.97,92.45,33.0,1990-10-08
15628,1990,10,9.0,3.5,11.67,92.89,63.0,1990-10-09
15629,1990,10,11.0,4.29784,30.03,80.31,33.0,1990-10-11
15630,1990,10,11.0,4.2219999999999995,33.55,76.37,20.0,1990-10-11
15631,1990,10,11.0,4.29784,21.2349,92.4405,41.1,1990-10-11
15632,1990,10,14.0,4.9948,24.5,94.72,83.0,1990-10-14
15633,1990,10,14.0,5.2156,22.1,94.68,122.0,1990-10-14
15634,1990,10,14.0,4.5532,25.19,95.13,109.0,1990-10-14
15637,1990,10,25.0,6.43,7.31,94.41,133.0,1990-10-25
15640,1990,10,28.0,4.774,35.1,81.25,33.0,1990-10-28
15641,1990,10,28.0,4.8844,32.37,91.97,33.0,1990-10-28
15642,1990,10,29.0,4.70335,26.74,87.51,24.0,1990-10-29
15643,1990,10,29.0,5.2156,30.3,66.35,40.0,1990-10-29
15645,1990,10,29.0,4.70335,26.4684,92.4443,37.2,1990-10-29
15646,1990,11,3.0,4.73252,33.91,87.85,33.0,1990-11-03
15647,1990,11,3.0,4.9948,34.8,74.96,90.0,1990-11-03
15648,1990,11,3.0,4.73252,27.5963,96.8805,41.6,1990-11-03
15649,1990,11,9.0,4.9948,34.44,74.3,106.0,1990-11-09
15650,1990,11,9.0,5.2156,27.97,84.48,33.0,1990-11-09
15651,1990,11,9.0,5.2156,11.99,92.86,35.0,1990-11-09
15652,1990,11,10.0,4.51518,34.15,69.81,16.0,1990-11-10
15653,1990,11,10.0,5.6572,24.9,95.26,97.0,1990-11-10
15654,1990,11,10.0,5.6572,34.53,87.63,33.0,1990-11-10
15655,1990,11,10.0,4.51518,25.3582,94.8439,102.3,1990-11-10
15656,1990,11,12.0,5.1052,11.08,92.74,33.0,1990-11-12
15657,1990,11,14.0,4.2219999999999995,26.75,91.74,66.0,1990-11-14
15658,1990,11,14.0,5.6572,25.73,95.11,155.0,1990-11-14
15660,1990,11,15.0,5.5152,30.41,94.92,25.0,1990-11-15
15661,1990,11,15.0,5.5468,25.08,98.86,10.0,1990-11-15
15662,1990,11,15.0,5.5152,23.8124,93.0015,25.8,1990-11-15
15663,1990,11,16.0,4.9948,26.17,67.44,33.0,1990-11-16
15665,1990,11,27.0,4.8844,30.28,94.91,33.0,1990-11-27
15666,1990,11,27.0,4.4428,11.11,92.63,33.0,1990-11-27
15668,1990,11,28.0,4.4428,25.98,95.21,128.0,1990-11-28
15669,1990,11,29.0,5.05853,32.87,95.42,33.0,1990-11-29
15670,1990,11,29.0,5.3260000000000005,26.47,68.15,33.0,1990-11-29
15671,1990,11,29.0,5.05853,24.3708,94.6402,82.4,1990-11-29
15672,1990,12,1.0,4.6636,35.86,78.32,33.0,1990-12-01
15673,1990,12,9.0,4.40651,28.64,66.07,33.0,1990-12-09
15674,1990,12,9.0,4.40651,23.1221,99.6849,33.0,1990-12-09
15675,1990,12,10.0,3.97183,32.73,85.53,33.0,1990-12-10
15676,1990,12,10.0,4.0012,7.59,94.47,54.0,1990-12-10
15677,1990,12,10.0,4.5532,32.73,95.62,33.0,1990-12-10
15678,1990,12,10.0,3.97183,23.3647,94.4201,79.1,1990-12-10
15679,1990,12,11.0,4.40651,7.16,94.71,163.0,1990-12-11
15680,1990,12,11.0,4.6636,35.99,69.46,124.0,1990-12-11
15682,1990,12,11.0,4.5532,11.55,92.8,33.0,1990-12-11
15683,1990,12,11.0,4.40651,27.7545,92.2563,33.0,1990-12-11
15684,1990,12,12.0,4.0805,29.0,95.79,33.0,1990-12-12
15685,1990,12,12.0,5.1052,18.11,94.82,56.0,1990-12-12
15686,1990,12,12.0,4.5532,21.65,94.75,125.0,1990-12-12
15687,1990,12,12.0,4.0805,20.0451,98.5539,33.0,1990-12-12
15688,1990,12,13.0,4.9948,27.78,66.34,33.0,1990-12-13
15689,1990,12,18.0,3.3,13.11,93.38,33.0,1990-12-18
15690,1990,12,18.0,5.2156,8.34,93.75,33.0,1990-12-18
15691,1990,12,20.0,4.4428,6.39,91.2,34.0,1990-12-20
15692,1990,12,20.0,4.3324,23.21,94.55,74.0,1990-12-20
15693,1990,12,20.0,5.1052,30.03,68.0,33.0,1990-12-20
15694,1990,12,21.0,4.8844,32.83,85.7,33.0,1990-12-21
15695,1990,12,23.0,4.3324,22.0,93.94,70.0,1990-12-23
15696,1990,12,25.0,5.4364,34.87,70.01,243.0,1990-12-25
15697,1990,12,25.0,5.6572,11.62,92.51,33.0,1990-12-25
15698,1990,12,28.0,4.73252,22.77,95.95,33.0,1990-12-28
15699,1990,12,28.0,4.84119,27.24,88.16,33.0,1990-12-28
15700,1990,12,28.0,4.6636,35.87,70.51,252.0,1990-12-28
15701,1990,12,28.0,4.73252,22.9717,93.8035,49.1,1990-12-28
15702,1990,12,28.0,4.84119,29.9124,99.0759,32.4,1990-12-28
15703,1990,12,29.0,4.8907,25.24,96.29,50.0,1990-12-29
15704,1990,12,29.0,6.43,32.67,67.15,33.0,1990-12-29
15705,1990,12,29.0,5.3260000000000005,7.56,94.39,128.0,1990-12-29
15706,1990,12,29.0,4.8907,26.684,92.5901,26.9,1990-12-29
15707,1990,12,30.0,4.774,35.7,79.74,33.0,1990-12-30
15708,1990,12,30.0,4.5532,29.98,95.43,33.0,1990-12-30
15709,1990,12,30.0,4.8844,34.22,68.49,246.0,1990-12-30
15710,1990,1,3.0,4.0,71.0,35.4,315.7,1990-01-03
15711,1990,1,4.0,4.3,82.56,36.47,7.0,1990-01-04
15712,1990,1,5.0,4.3,75.68,37.51,0.0,1990-01-05
15713,1990,1,5.0,4.4,71.23,36.27,103.0,1990-01-05
15714,1990,1,5.0,4.0,76.2,39.55,11.0,1990-01-05
15715,1990,1,7.0,4.3,77.81,40.0,14.0,1990-01-07
15716,1990,1,7.0,4.1,98.81,20.13,47.0,1990-01-07
15717,1990,1,8.0,4.7,72.07,37.66,116.0,1990-01-08
15718,1990,1,9.0,5.7,88.11,28.15,35.0,1990-01-09
15719,1990,1,9.0,5.0,95.05,11.6,33.0,1990-01-09
15720,1990,1,9.0,6.2,95.26,24.74,121.0,1990-01-09
15721,1990,1,10.0,4.7,94.51,22.47,118.0,1990-01-10
15722,1990,1,10.0,5.3,94.63,24.46,87.0,1990-01-10
15723,1990,1,10.0,4.3,70.92,36.6,0.0,1990-01-10
15724,1990,1,10.0,5.3,95.12,11.71,36.0,1990-01-10
15725,1990,1,10.0,4.3,86.67,26.52,66.0,1990-01-10
15726,1990,1,11.0,4.6,95.38,25.0,145.0,1990-01-11
15727,1990,1,11.0,5.2,80.74,35.75,10.0,1990-01-11
15728,1990,1,13.0,4.2,94.12,7.9,79.0,1990-01-13
15729,1990,1,14.0,6.2,91.97,37.8,12.0,1990-01-14
15730,1990,1,18.0,4.5,93.96,4.33,0.0,1990-01-18
15731,1990,1,19.0,4.2,95.7,24.7,33.0,1990-01-19
15732,1990,1,20.0,4.2,73.7,38.6,85.0,1990-01-20
15733,1990,1,21.0,4.3,70.51,34.38,0.0,1990-01-21
15734,1990,1,21.0,4.7,70.07,33.97,33.0,1990-01-21
15735,1990,1,22.0,4.0,71.1,36.1,181.0,1990-01-22
15736,1990,1,22.0,6.1,96.13,3.92,53.0,1990-01-22
15737,1990,1,22.0,4.6,92.4,11.5,37.0,1990-01-22
15738,1990,1,23.0,4.6,96.52,25.14,35.0,1990-01-23
15739,1990,1,24.0,4.2,99.95,20.66,9.0,1990-01-24
15740,1990,1,25.0,4.3,70.81,36.83,162.6,1990-01-25
15741,1990,1,26.0,4.0,70.9,36.4,157.0,1990-01-26
15742,1990,1,27.0,4.2,76.7,37.62,33.0,1990-01-27
15743,1990,1,29.0,4.9,94.8,6.19,132.0,1990-01-29
15744,1990,1,30.0,4.3,85.57,28.68,44.0,1990-01-30
15745,1990,2,1.0,4.2,70.67,36.32,142.0,1990-02-01
15746,1990,1,31.0,4.5,68.01,29.72,12.0,1990-01-31
15747,1990,2,6.0,4.7,71.27,36.33,124.0,1990-02-06
15748,1990,2,7.0,4.4,73.09,39.38,40.0,1990-02-07
15749,1990,2,7.0,4.4,76.37,34.32,49.0,1990-02-07
15750,1990,2,7.0,4.3,71.68,37.08,0.0,1990-02-07
15751,1990,2,8.0,4.1,99.2,20.36,10.0,1990-02-08
15752,1990,2,9.0,4.5,98.94,26.05,10.0,1990-02-09
15753,1990,2,9.0,4.5,80.64,29.89,33.0,1990-02-09
15754,1990,2,11.0,4.0,71.2,36.4,256.0,1990-02-11
15755,1990,2,12.0,4.2,92.26,6.2,36.0,1990-02-12
15756,1990,2,13.0,4.1,72.5,38.39,33.0,1990-02-13
15757,1990,2,13.0,5.0,96.95,2.38,61.3,1990-02-13
15758,1990,2,13.0,4.6,99.03,26.04,18.0,1990-02-13
15759,1990,2,13.0,4.3,70.99,36.47,162.9,1990-02-13
15760,1990,2,14.0,4.1,99.3,23.23,32.0,1990-02-14
15761,1990,2,14.0,4.6,99.61,23.12,33.0,1990-02-14
15762,1990,2,14.0,3.9,71.9,37.66,33.0,1990-02-14
15763,1990,2,16.0,4.3,67.7,39.2,33.0,1990-02-16
15764,1990,2,17.0,4.4,71.6,37.03,129.0,1990-02-17
15765,1990,2,18.0,4.4,89.95,29.39,10.0,1990-02-18
15766,1990,2,20.0,4.7,94.66,18.3,18.0,1990-02-20
15767,1990,2,20.0,4.2,98.54,24.8,33.0,1990-02-20
15768,1990,2,20.0,4.3,97.4,4.0,57.0,1990-02-20
15769,1990,2,21.0,5.1,82.43,28.08,33.0,1990-02-21
15770,1990,2,22.0,4.7,94.4,5.71,87.0,1990-02-22
15771,1990,2,22.0,4.8,90.02,29.14,54.0,1990-02-22
15772,1990,2,22.0,4.6,93.13,24.9,52.0,1990-02-22
15773,1990,2,22.0,4.4,94.52,7.5,28.0,1990-02-22
15774,1990,2,23.0,4.2,90.02,29.38,10.0,1990-02-23
15775,1990,2,23.0,4.3,94.49,7.5,68.0,1990-02-23
15776,1990,2,23.0,4.5,94.55,7.42,53.0,1990-02-23
15777,1990,2,25.0,4.5,70.89,36.2,107.0,1990-02-25
15778,1990,2,25.0,4.3,70.43,36.54,0.0,1990-02-25
15779,1990,2,25.0,4.6,71.26,36.99,106.0,1990-02-25
15780,1990,2,26.0,4.7,94.2,25.3,51.0,1990-02-26
15781,1990,2,26.0,4.0,94.01,23.02,93.0,1990-02-26
15782,1990,2,26.0,5.4,67.55,29.83,7.0,1990-02-26
15783,1990,2,27.0,4.9,71.44,36.53,97.0,1990-02-27
15784,1990,2,27.0,3.9,94.8,4.5,60.0,1990-02-27
15785,1990,2,27.0,4.1,86.85,31.53,33.0,1990-02-27
15786,1990,3,5.0,4.1,67.53,27.79,0.0,1990-03-05
15787,1990,3,5.0,5.7,73.02,36.9,60.0,1990-03-05
15788,1990,3,5.0,5.5,73.05,36.78,91.0,1990-03-05
15789,1990,3,5.0,4.8,73.06,36.81,37.0,1990-03-05
15790,1990,3,6.0,3.9,73.4,36.99,10.0,1990-03-06
15791,1990,3,6.0,4.2,72.7,36.9,33.0,1990-03-06
15792,1990,3,6.0,4.3,74.04,37.13,0.0,1990-03-06
15793,1990,3,6.0,4.4,73.11,36.87,64.0,1990-03-06
15794,1990,3,6.0,4.3,75.39,33.24,0.0,1990-03-06
15795,1990,3,6.0,4.0,73.42,37.16,33.0,1990-03-06
15796,1990,3,6.0,4.9,73.07,36.92,50.0,1990-03-06
15797,1990,3,6.0,3.9,73.53,37.03,10.0,1990-03-06
15798,1990,3,6.0,5.2,73.1,36.88,54.0,1990-03-06
15799,1990,3,8.0,4.2,73.59,36.98,33.0,1990-03-08
15800,1990,3,8.0,4.1,73.13,36.78,52.0,1990-03-08
15801,1990,3,8.0,4.7,96.64,25.45,24.0,1990-03-08
15802,1990,3,8.0,4.2,95.91,24.9,270.6,1990-03-08
15803,1990,3,8.0,4.3,96.61,25.39,39.5,1990-03-08
15804,1990,3,10.0,4.3,70.99,36.58,132.3,1990-03-10
15805,1990,3,10.0,4.2,97.4,30.58,41.0,1990-03-10
15806,1990,3,10.0,4.2,73.35,36.75,0.0,1990-03-10
15807,1990,3,11.0,4.0,70.98,36.23,0.0,1990-03-11
15808,1990,3,13.0,4.3,99.22,24.88,20.0,1990-03-13
15809,1990,3,13.0,4.2,71.09,36.47,231.6,1990-03-13
15810,1990,3,14.0,4.5,73.19,36.94,16.0,1990-03-14
15811,1990,3,15.0,4.1,94.3,23.7,151.0,1990-03-15
15812,1990,3,15.0,4.4,74.09,34.5,33.0,1990-03-15
15813,1990,3,15.0,3.9,96.47,25.27,50.0,1990-03-15
15814,1990,3,17.0,4.0,66.25,24.54,10.0,1990-03-17
15815,1990,3,17.0,4.3,75.69,38.17,149.5,1990-03-17
15816,1990,3,18.0,4.2,68.3,30.3,10.0,1990-03-18
15817,1990,3,19.0,4.1,73.33,37.6,0.0,1990-03-19
15818,1990,3,20.0,4.4,74.3,38.7,66.0,1990-03-20
15819,1990,3,20.0,4.7,76.21,39.89,3.0,1990-03-20
15820,1990,3,21.0,4.3,73.5,37.76,0.0,1990-03-21
15821,1990,3,21.0,4.8,68.24,30.03,25.0,1990-03-21
15822,1990,3,21.0,4.5,68.3,29.94,33.0,1990-03-21
15823,1990,3,21.0,3.9,68.9,29.85,33.0,1990-03-21
15824,1990,3,22.0,4.5,68.44,29.92,33.0,1990-03-22
15825,1990,3,25.0,4.6,73.08,36.89,5.0,1990-03-25
15826,1990,3,25.0,4.3,73.3,37.1,33.0,1990-03-25
15827,1990,3,25.0,4.8,72.93,37.1,10.0,1990-03-25
15828,1990,3,25.0,4.2,72.9,37.25,33.0,1990-03-25
15829,1990,3,25.0,4.1,73.4,37.6,40.0,1990-03-25
15830,1990,3,25.0,3.9,73.5,37.16,33.0,1990-03-25
15831,1990,3,25.0,4.1,74.0,37.4,33.0,1990-03-25
15832,1990,3,26.0,4.2,73.0,37.27,33.0,1990-03-26
15833,1990,3,26.0,4.0,72.9,37.15,23.0,1990-03-26
15834,1990,3,26.0,4.7,72.94,37.04,67.0,1990-03-26
15835,1990,3,27.0,4.2,73.05,38.19,0.0,1990-03-27
15836,1990,3,27.0,4.2,70.14,30.05,133.9,1990-03-27
15837,1990,3,28.0,4.1,73.26,36.95,14.0,1990-03-28
15838,1990,3,28.0,4.6,87.41,36.49,36.0,1990-03-28
15839,1990,3,28.0,4.3,72.82,37.17,0.0,1990-03-28
15840,1990,3,28.0,4.0,70.39,35.99,231.2,1990-03-28
15841,1990,3,29.0,5.4,73.26,39.42,36.0,1990-03-29
15842,1990,3,29.0,4.4,94.7,4.0,75.0,1990-03-29
15843,1990,3,30.0,4.3,70.53,36.47,207.0,1990-03-30
15844,1990,3,31.0,4.3,73.29,35.13,0.0,1990-03-31
15845,1990,4,1.0,5.0,70.84,35.85,96.0,1990-04-01
15846,1990,4,2.0,3.9,68.5,33.17,68.0,1990-04-02
15847,1990,4,2.0,5.0,68.19,33.18,37.0,1990-04-02
15848,1990,4,3.0,4.2,78.54,31.67,29.0,1990-04-03
15849,1990,4,3.0,4.7,73.06,37.09,33.0,1990-04-03
15850,1990,4,4.0,4.2,72.2,39.5,20.0,1990-04-04
15851,1990,4,5.0,4.2,70.26,33.86,102.0,1990-04-05
15852,1990,4,5.0,4.0,71.16,36.42,216.0,1990-04-05
15853,1990,4,5.0,4.4,74.09,35.9,33.0,1990-04-05
15854,1990,4,6.0,3.9,72.0,36.92,33.0,1990-04-06
15855,1990,4,8.0,4.5,94.35,23.85,82.0,1990-04-08
15856,1990,4,8.0,5.0,99.38,29.98,28.0,1990-04-08
15857,1990,4,10.0,4.4,97.85,21.65,46.0,1990-04-10
15858,1990,4,10.0,4.3,71.14,36.46,158.0,1990-04-10
15859,1990,4,10.0,3.9,63.0,25.4,33.0,1990-04-10
15860,1990,4,13.0,4.1,97.5,4.1,161.0,1990-04-13
15861,1990,4,13.0,4.2,71.49,37.15,108.0,1990-04-13
15862,1990,4,15.0,4.2,70.99,36.43,155.7,1990-04-15
15863,1990,4,16.0,3.9,71.63,36.8,33.0,1990-04-16
15864,1990,4,20.0,4.3,85.68,32.75,37.0,1990-04-20
15865,1990,4,21.0,4.4,70.85,36.24,111.0,1990-04-21
15866,1990,4,21.0,4.0,95.2,16.0,33.0,1990-04-21
15867,1990,4,24.0,4.0,71.56,35.91,184.2,1990-04-24
15868,1990,4,24.0,4.4,71.39,36.46,94.0,1990-04-24
15869,1990,4,26.0,4.5,94.57,24.01,85.0,1990-04-26
15870,1990,4,26.0,4.4,100.0,36.5,27.0,1990-04-26
15871,1990,4,26.0,4.1,73.54,34.6,33.0,1990-04-26
15872,1990,4,26.0,4.2,99.99,35.95,23.0,1990-04-26
15873,1990,4,27.0,4.6,69.57,34.05,54.0,1990-04-27
15874,1990,4,27.0,5.3,66.32,28.87,47.0,1990-04-27
15875,1990,4,27.0,4.2,67.1,29.11,0.0,1990-04-27
15876,1990,4,28.0,5.1,100.0,36.22,10.0,1990-04-28
15877,1990,4,28.0,4.4,71.02,36.89,97.0,1990-04-28
15878,1990,4,28.0,4.3,96.65,33.18,10.0,1990-04-28
15879,1990,4,29.0,4.3,93.3,33.6,50.0,1990-04-29
15880,1990,4,29.0,4.0,75.4,36.5,33.0,1990-04-29
15881,1990,4,29.0,4.1,75.9,39.93,33.0,1990-04-29
15882,1990,4,30.0,5.5,93.32,26.44,33.0,1990-04-30
15883,1990,4,30.0,4.5,95.23,26.5,150.0,1990-04-30
15884,1990,4,30.0,5.1,99.86,36.2,33.0,1990-04-30
15885,1990,4,30.0,4.1,94.4,7.3,33.0,1990-04-30
15886,1990,4,30.0,5.3,94.27,7.33,26.0,1990-04-30
15887,1990,4,30.0,4.1,71.42,36.81,183.0,1990-04-30
15888,1990,5,1.0,4.0,71.18,36.5,241.7,1990-05-01
15889,1990,5,2.0,4.5,73.54,36.97,0.0,1990-05-02
15890,1990,5,2.0,4.6,71.14,36.48,243.0,1990-05-02
15891,1990,5,2.0,4.5,71.14,36.45,239.0,1990-05-02
15892,1990,5,2.0,4.3,70.07,38.07,0.0,1990-05-02
15893,1990,5,4.0,4.4,74.09,38.74,0.0,1990-05-04
15894,1990,5,4.0,3.9,69.9,39.0,33.0,1990-05-04
15895,1990,5,4.0,4.0,92.6,12.0,33.0,1990-05-04
15896,1990,5,4.0,4.1,71.02,37.47,0.0,1990-05-04
15897,1990,5,5.0,4.3,99.93,36.04,0.0,1990-05-05
15898,1990,5,5.0,5.0,61.55,5.6,0.0,1990-05-05
15899,1990,5,5.0,3.9,73.41,37.18,33.0,1990-05-05
15900,1990,5,6.0,4.1,89.98,29.99,33.0,1990-05-06
15901,1990,5,6.0,4.3,71.47,36.68,0.0,1990-05-06
15902,1990,5,7.0,4.3,73.12,36.94,58.0,1990-05-07
15903,1990,5,13.0,4.9,73.37,37.99,33.0,1990-05-13
15904,1990,5,14.0,4.2,92.62,22.78,26.0,1990-05-14
15905,1990,5,14.0,4.5,99.93,36.15,10.0,1990-05-14
15906,1990,5,14.0,4.0,73.6,37.08,10.0,1990-05-14
15907,1990,5,14.0,4.3,73.17,36.58,0.0,1990-05-14
15908,1990,5,15.0,6.1,70.44,36.03,117.0,1990-05-15
15909,1990,5,15.0,4.5,76.71,29.19,25.4,1990-05-15
15910,1990,5,15.0,4.1,99.64,35.86,10.0,1990-05-15
15911,1990,5,16.0,4.3,92.73,32.42,45.9,1990-05-16
15912,1990,5,17.0,5.5,74.4,38.48,104.0,1990-05-17
15913,1990,5,17.0,4.3,74.85,38.88,0.0,1990-05-17
15914,1990,5,17.0,4.7,96.01,4.22,33.0,1990-05-17
15915,1990,5,19.0,4.0,89.8,33.8,33.0,1990-05-19
15916,1990,5,19.0,4.3,99.87,36.13,0.0,1990-05-19
15917,1990,5,19.0,4.1,70.85,36.52,197.0,1990-05-19
15918,1990,5,19.0,4.3,71.42,36.68,0.0,1990-05-19
15919,1990,5,20.0,4.7,83.22,28.45,33.0,1990-05-20
15920,1990,5,20.0,4.5,83.2,28.3,33.0,1990-05-20
15921,1990,5,20.0,4.3,83.17,28.37,33.0,1990-05-20
15922,1990,5,21.0,4.1,72.3,36.52,33.0,1990-05-21
15923,1990,5,22.0,4.3,90.23,29.76,33.0,1990-05-22
15924,1990,5,22.0,3.9,72.5,37.38,33.0,1990-05-22
15925,1990,5,23.0,3.9,76.6,39.9,33.0,1990-05-23
15926,1990,5,23.0,4.9,94.54,4.93,68.0,1990-05-23
15927,1990,5,24.0,4.1,95.52,26.5,94.0,1990-05-24
15928,1990,5,24.0,4.0,70.96,36.53,195.0,1990-05-24
15929,1990,5,25.0,4.6,72.97,37.19,55.0,1990-05-25
15930,1990,5,25.0,4.6,73.09,37.14,67.0,1990-05-25
15931,1990,5,25.0,4.0,68.81,36.55,60.0,1990-05-25
15932,1990,5,25.0,4.3,71.73,37.12,0.0,1990-05-25
15933,1990,5,26.0,4.2,70.33,36.48,208.0,1990-05-26
15934,1990,5,26.0,4.1,95.6,5.6,133.0,1990-05-26
15935,1990,5,26.0,4.6,62.82,39.98,33.0,1990-05-26
15936,1990,5,27.0,4.4,71.8,36.81,33.0,1990-05-27
15937,1990,5,28.0,3.9,75.4,39.0,33.0,1990-05-28
15938,1990,5,28.0,4.4,73.46,37.57,49.0,1990-05-28
15939,1990,5,28.0,4.0,99.0,14.82,33.0,1990-05-28
15940,1990,5,28.0,4.3,70.9,36.3,222.0,1990-05-28
15941,1990,5,30.0,4.5,70.41,36.5,204.0,1990-05-30
15942,1990,6,14.0,4.3,70.8,37.62,0.0,1990-06-14
15943,1990,6,14.0,4.4,94.0,24.98,58.0,1990-06-14
15944,1990,6,15.0,4.8,67.43,30.58,33.0,1990-06-15
15945,1990,6,16.0,4.3,70.46,36.0,217.8,1990-06-16
15946,1990,6,16.0,4.3,70.77,35.72,173.4,1990-06-16
15947,1990,6,17.0,6.0,65.74,27.45,15.0,1990-06-17
15948,1990,6,17.0,5.3,65.61,27.41,15.0,1990-06-17
15949,1990,6,19.0,4.7,70.6,36.1,50.0,1990-06-19
15950,1990,6,20.0,4.7,98.54,24.8,0.0,1990-06-20
15951,1990,6,20.0,4.4,98.4,2.34,115.6,1990-06-20
15952,1990,6,21.0,4.1,71.0,36.4,204.0,1990-06-21
15953,1990,6,21.0,4.0,87.3,36.5,33.0,1990-06-21
15954,1990,6,21.0,4.5,79.69,34.31,0.0,1990-06-21
15955,1990,6,23.0,4.2,98.89,2.1,0.0,1990-06-23
15956,1990,6,23.0,4.6,70.6,36.47,204.0,1990-06-23
15957,1990,6,24.0,4.3,71.07,37.07,0.0,1990-06-24
15958,1990,6,24.0,4.3,72.28,37.18,52.0,1990-06-24
15959,1990,6,24.0,4.1,94.1,23.0,89.0,1990-06-24
15960,1990,6,25.0,3.9,72.7,37.33,33.0,1990-06-25
15961,1990,6,26.0,4.3,71.03,36.5,213.0,1990-06-26
15962,1990,6,26.0,4.7,95.31,4.59,79.0,1990-06-26
15963,1990,6,29.0,4.3,71.86,32.82,33.0,1990-06-29
15964,1990,6,29.0,4.1,72.12,37.76,33.0,1990-06-29
15965,1990,6,30.0,4.1,93.8,23.6,155.0,1990-06-30
15966,1990,6,30.0,4.3,69.14,37.63,0.0,1990-06-30
15967,1990,6,30.0,4.3,70.71,36.49,189.0,1990-06-30
15968,1990,6,30.0,4.2,68.66,37.65,0.0,1990-06-30
15969,1990,7,2.0,5.0,95.27,3.31,0.0,1990-07-02
15970,1990,7,2.0,4.6,94.86,15.22,0.0,1990-07-02
15971,1990,7,2.0,3.9,96.41,19.59,33.0,1990-07-02
15972,1990,7,2.0,5.0,72.95,37.21,56.0,1990-07-02
15973,1990,7,3.0,4.3,72.95,37.15,33.0,1990-07-03
15974,1990,7,3.0,4.5,72.94,37.17,52.0,1990-07-03
15975,1990,7,3.0,4.6,71.56,37.14,100.0,1990-07-03
15976,1990,7,4.0,4.2,71.29,36.57,209.9,1990-07-04
15977,1990,7,5.0,4.2,69.08,37.56,50.0,1990-07-05
